,codigo_cliente,codigo_produto,qtd_produto_compra,valor_produto,valor_total_compra,nome_produto,cod_class_produt,nome_class_produt,cliente_genero,cliente_idade,cliente_qtd_filhos,cliente_estado_civil,codigo_estado_cliente,cliente_hipertenso,cliente_diabetes,nome_estado_cliente,sigla_estado_cliente
1619,447,1082,4,29.99,119.96,Peixe,5,Carnes e Frios,1,33,3,3,4,0,0,Amazonas,AM
1620,2682,1082,4,29.99,119.96,Peixe,5,Carnes e Frios,1,53,2,0,4,1,1,Amazonas,AM
1621,360,1084,3,56.99,170.97,Carne vermelha,5,Carnes e Frios,1,70,1,3,4,0,1,Amazonas,AM
1622,1060,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,1,26,1,3,4,1,1,Amazonas,AM
1623,2077,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,0,36,0,3,4,1,0,Amazonas,AM
1624,2748,1084,4,56.99,227.96,Carne vermelha,5,Carnes e Frios,1,19,1,0,4,1,0,Amazonas,AM
1625,2482,1006,2,6.0,12.0,Sabão em pedra,1,Produtos de Limpeza,1,63,2,3,4,1,0,Amazonas,AM
1626,1128,1078,4,10.99,43.96,Manteiga,5,Carnes e Frios,1,44,3,3,4,0,0,Amazonas,AM
1627,60,1054,3,1.5,4.5,Couve,4,Hortifruti,0,72,0,3,4,1,1,Amazonas,AM
1628,2093,1071,3,4.99,14.97,Quiabo,4,Hortifruti,1,38,3,2,4,0,1,Amazonas,AM
1629,1943,1027,4,3.99,15.96,Molho de tomate,3,Alimentação,1,43,3,2,4,0,1,Amazonas,AM
1630,1968,1027,1,3.99,3.99,Molho de tomate,3,Alimentação,0,67,2,1,4,0,0,Amazonas,AM
1631,1660,1062,1,5.99,5.99,Espinafre,4,Hortifruti,0,40,2,3,4,1,0,Amazonas,AM
1632,2978,1062,1,5.99,5.99,Espinafre,4,Hortifruti,0,25,2,3,4,0,1,Amazonas,AM
1633,226,1056,3,3.75,11.25,Tomate,4,Hortifruti,1,73,3,3,4,0,0,Amazonas,AM
1634,271,1056,2,3.75,7.5,Tomate,4,Hortifruti,1,48,1,3,4,0,1,Amazonas,AM
1635,1307,1056,2,3.75,7.5,Tomate,4,Hortifruti,1,60,1,3,4,1,0,Amazonas,AM
1636,888,1058,1,3.89,3.89,Beterraba,4,Hortifruti,1,40,3,2,4,0,0,Amazonas,AM
1637,1532,1058,4,3.89,15.56,Beterraba,4,Hortifruti,0,35,3,2,4,1,1,Amazonas,AM
1638,2433,1067,4,2.99,11.96,Mamão,4,Hortifruti,1,42,1,0,4,1,1,Amazonas,AM
1639,2904,1067,4,2.99,11.96,Mamão,4,Hortifruti,1,66,0,2,4,1,1,Amazonas,AM
1640,575,1055,3,3.99,11.97,Batata,4,Hortifruti,1,60,3,1,4,0,0,Amazonas,AM
1641,1790,1055,4,3.99,15.96,Batata,4,Hortifruti,0,39,3,1,4,0,1,Amazonas,AM
1642,1782,1074,4,2.49,9.96,Cebola,4,Hortifruti,1,38,0,0,4,0,0,Amazonas,AM
1643,2841,1074,2,2.49,4.98,Cebola,4,Hortifruti,1,62,1,0,4,1,1,Amazonas,AM
1644,821,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,0,18,3,3,4,1,1,Amazonas,AM
1645,2111,1033,4,2.32,9.28,Farofa pronta,3,Alimentação,1,58,3,2,4,1,0,Amazonas,AM
1646,711,1013,4,13.5,54.0,Limpa vidros,1,Produtos de Limpeza,0,21,0,1,4,1,1,Amazonas,AM
1647,2863,1013,2,13.5,27.0,Limpa vidros,1,Produtos de Limpeza,0,42,0,2,4,1,1,Amazonas,AM
1648,1756,1045,2,5.99,11.98,Doce de leite,3,Alimentação,1,46,3,1,4,1,0,Amazonas,AM
1649,718,1080,4,2.49,9.96,Iogurte,5,Carnes e Frios,1,73,3,1,4,0,0,Amazonas,AM
1650,569,1034,3,3.75,11.25,Fubá,3,Alimentação,1,58,1,2,4,0,0,Amazonas,AM
1651,730,1023,1,22.5,22.5,Arroz 5kg,3,Alimentação,1,20,1,0,4,1,0,Amazonas,AM
1652,332,1042,2,4.45,8.9,Ervilha,3,Alimentação,1,23,2,0,4,0,1,Amazonas,AM
1653,1398,1042,2,4.45,8.9,Ervilha,3,Alimentação,0,59,2,0,4,1,1,Amazonas,AM
1654,1226,1019,2,4.5,9.0,Suco caixinha 500ml,2,Bebidas,0,70,2,2,4,0,1,Amazonas,AM
1655,2572,1030,1,8.0,8.0,Achocolatado,3,Alimentação,0,37,3,3,4,0,0,Amazonas,AM
1656,590,1064,4,12.5,50.0,Ovos,4,Hortifruti,0,19,0,3,4,1,1,Amazonas,AM
1657,1297,1064,3,12.5,37.5,Ovos,4,Hortifruti,1,69,2,0,4,1,1,Amazonas,AM
1658,180,1053,2,1.5,3.0,Alface,4,Hortifruti,0,55,1,0,4,1,1,Amazonas,AM
1659,250,1053,4,1.5,6.0,Alface,4,Hortifruti,0,24,2,2,4,0,0,Amazonas,AM
1660,2650,1053,2,1.5,3.0,Alface,4,Hortifruti,0,20,0,0,4,1,1,Amazonas,AM
1661,629,1068,1,1.29,1.29,Melancia,4,Hortifruti,1,51,3,0,4,0,0,Amazonas,AM
1662,2833,1068,2,1.29,2.58,Melancia,4,Hortifruti,1,48,0,1,4,0,1,Amazonas,AM
1663,2271,1026,2,2.0,4.0,Extrato de tomate,3,Alimentação,1,18,0,3,4,0,1,Amazonas,AM
1664,2775,1026,4,2.0,8.0,Extrato de tomate,3,Alimentação,1,74,2,3,4,1,0,Amazonas,AM
1665,696,1008,3,8.5,25.5,Shampo,1,Produtos de Limpeza,1,40,0,1,4,1,0,Amazonas,AM
1666,702,1031,3,1.99,5.97,Bolacha,3,Alimentação,0,57,2,1,4,1,1,Amazonas,AM
1667,2981,1031,3,1.99,5.97,Bolacha,3,Alimentação,0,75,1,2,4,0,0,Amazonas,AM
1668,1002,1073,3,1.5,4.5,Cheiro verde,4,Hortifruti,1,49,3,1,4,1,1,Amazonas,AM
1669,280,1072,4,1.5,6.0,Salsa,4,Hortifruti,0,36,0,3,4,1,1,Amazonas,AM
1670,307,1072,2,1.5,3.0,Salsa,4,Hortifruti,0,47,0,2,4,0,1,Amazonas,AM
1671,793,1072,3,1.5,4.5,Salsa,4,Hortifruti,1,46,0,1,4,0,0,Amazonas,AM
1672,1554,1072,3,1.5,4.5,Salsa,4,Hortifruti,0,24,0,1,4,1,1,Amazonas,AM
1673,1887,1072,4,1.5,6.0,Salsa,4,Hortifruti,1,44,0,3,4,0,0,Amazonas,AM
1674,926,1081,4,11.5,46.0,Presunto,5,Carnes e Frios,0,51,3,2,4,0,1,Amazonas,AM
1675,200,1061,3,5.99,17.97,Chuchu,4,Hortifruti,1,39,0,3,4,1,1,Amazonas,AM
1676,354,1061,2,5.99,11.98,Chuchu,4,Hortifruti,0,65,0,1,4,0,0,Amazonas,AM
1677,2206,1061,1,5.99,5.99,Chuchu,4,Hortifruti,1,63,0,0,4,0,0,Amazonas,AM
1678,488,1041,4,4.95,19.8,Molho de pimenta,3,Alimentação,1,32,0,3,4,1,1,Amazonas,AM
1679,2685,1041,4,4.95,19.8,Molho de pimenta,3,Alimentação,0,22,3,3,4,1,0,Amazonas,AM
1680,1831,1007,2,1.25,2.5,Sabonete,1,Produtos de Limpeza,0,33,2,3,4,0,0,Amazonas,AM
1681,2320,1007,3,1.25,3.75,Sabonete,1,Produtos de Limpeza,0,23,3,2,4,0,0,Amazonas,AM
1682,1201,1076,4,29.99,119.96,Queijo Mussarela,5,Carnes e Frios,1,61,3,2,4,0,0,Amazonas,AM
1683,1250,1036,4,3.5,14.0,Farinha de milho,3,Alimentação,0,19,3,1,4,1,1,Amazonas,AM
1684,719,1057,3,2.99,8.97,Cenoura,4,Hortifruti,0,67,2,1,4,1,0,Amazonas,AM
1685,961,1057,3,2.99,8.97,Cenoura,4,Hortifruti,1,30,0,1,4,1,0,Amazonas,AM
1686,2990,1057,1,2.99,2.99,Cenoura,4,Hortifruti,0,49,0,3,4,0,0,Amazonas,AM
1687,317,1051,3,5.99,17.97,Leite condensado,3,Alimentação,1,74,2,3,4,1,1,Amazonas,AM
1688,2994,1051,1,5.99,5.99,Leite condensado,3,Alimentação,1,61,1,1,4,1,1,Amazonas,AM
1689,457,1015,1,12.0,12.0,Saco de lixo 30l,1,Produtos de Limpeza,0,37,0,0,4,0,1,Amazonas,AM
1690,2307,1011,1,5.99,5.99,Lustra móveis,1,Produtos de Limpeza,1,45,3,1,7,1,1,Distrito Federal,DF
1691,27,1032,2,9.99,19.98,Café,3,Alimentação,1,25,1,3,7,1,0,Distrito Federal,DF
1692,940,1032,4,9.99,39.96,Café,3,Alimentação,0,53,0,2,7,1,0,Distrito Federal,DF
1693,1595,1032,2,9.99,19.98,Café,3,Alimentação,1,33,2,3,7,0,1,Distrito Federal,DF
1694,2032,1032,4,9.99,39.96,Café,3,Alimentação,1,36,1,2,7,1,0,Distrito Federal,DF
1695,1431,1049,1,5.99,5.99,Leite em pó,3,Alimentação,0,23,0,0,7,1,0,Distrito Federal,DF
1696,1755,1049,4,5.99,23.96,Leite em pó,3,Alimentação,0,43,1,2,7,1,0,Distrito Federal,DF
1697,1328,1021,1,3.99,3.99,Leite integral litro,2,Bebidas,0,24,3,3,7,0,0,Distrito Federal,DF
1698,2997,1021,1,3.99,3.99,Leite integral litro,2,Bebidas,1,35,0,2,7,0,0,Distrito Federal,DF
1699,243,1001,1,22.0,22.0,Amaciante,1,Produtos de Limpeza,0,25,2,0,7,1,1,Distrito Federal,DF
1700,1211,1001,3,22.0,66.0,Amaciante,1,Produtos de Limpeza,0,45,2,0,7,0,0,Distrito Federal,DF
1701,1895,1003,2,12.0,24.0,Água sanitária,1,Produtos de Limpeza,0,40,2,0,7,0,1,Distrito Federal,DF
1702,715,1069,1,3.49,3.49,Melão,4,Hortifruti,1,37,1,1,7,1,0,Distrito Federal,DF
1703,151,1043,4,3.25,13.0,Milho verde,3,Alimentação,0,46,3,2,7,1,0,Distrito Federal,DF
1704,2082,1043,4,3.25,13.0,Milho verde,3,Alimentação,0,73,3,0,7,0,0,Distrito Federal,DF
1705,2230,1043,4,3.25,13.0,Milho verde,3,Alimentação,1,47,2,0,7,1,0,Distrito Federal,DF
1706,9,1029,3,10.0,30.0,Açucar,3,Alimentação,0,43,3,3,7,1,1,Distrito Federal,DF
1707,90,1029,3,10.0,30.0,Açucar,3,Alimentação,0,64,0,3,7,0,0,Distrito Federal,DF
1708,2394,1059,3,4.0,12.0,Chicória,4,Hortifruti,0,45,3,1,7,1,1,Distrito Federal,DF
1709,192,1000,4,9.9,39.6,Sabão em pó,1,Produtos de Limpeza,0,35,2,3,7,1,0,Distrito Federal,DF
1710,1113,1000,3,9.9,29.7,Sabão em pó,1,Produtos de Limpeza,0,65,1,3,7,0,0,Distrito Federal,DF
1711,370,1079,1,5.99,5.99,Margarina,5,Carnes e Frios,0,53,1,3,7,1,1,Distrito Federal,DF
1712,2719,1079,2,5.99,11.98,Margarina,5,Carnes e Frios,0,59,3,1,7,1,1,Distrito Federal,DF
1713,714,1070,2,3.99,7.98,Jiló,4,Hortifruti,1,50,1,0,7,0,1,Distrito Federal,DF
1714,669,1060,3,3.5,10.5,Mandioca,4,Hortifruti,1,52,2,1,7,1,1,Distrito Federal,DF
1715,1233,1060,2,3.5,7.0,Mandioca,4,Hortifruti,1,59,1,0,7,0,0,Distrito Federal,DF
1716,2637,1060,3,3.5,10.5,Mandioca,4,Hortifruti,1,37,3,1,7,0,1,Distrito Federal,DF
1717,819,1016,1,15.0,15.0,Saco de lixo 50l,1,Produtos de Limpeza,1,34,1,3,7,1,1,Distrito Federal,DF
1718,1486,1048,2,8.99,17.98,Óleo de cozinha,3,Alimentação,0,35,1,0,7,0,1,Distrito Federal,DF
1719,2708,1048,1,8.99,8.99,Óleo de cozinha,3,Alimentação,1,52,1,2,7,1,0,Distrito Federal,DF
1720,685,1010,3,11.0,33.0,Desinfetante,1,Produtos de Limpeza,0,62,1,3,7,1,0,Distrito Federal,DF
1721,657,1040,1,5.0,5.0,Maionese,3,Alimentação,0,65,2,3,7,1,0,Distrito Federal,DF
1722,1157,1040,1,5.0,5.0,Maionese,3,Alimentação,1,48,3,2,7,1,0,Distrito Federal,DF
1723,2290,1040,2,5.0,10.0,Maionese,3,Alimentação,1,51,1,1,7,1,1,Distrito Federal,DF
1724,1619,1025,1,4.99,4.99,Macarrão,3,Alimentação,1,52,2,2,7,1,1,Distrito Federal,DF
1725,2152,1025,3,4.99,14.97,Macarrão,3,Alimentação,0,44,0,2,7,1,1,Distrito Federal,DF
1726,413,1065,4,5.99,23.96,Uva,4,Hortifruti,0,69,2,0,7,1,1,Distrito Federal,DF
1727,1352,1065,4,5.99,23.96,Uva,4,Hortifruti,1,62,1,2,7,1,0,Distrito Federal,DF
1728,2718,1065,2,5.99,11.98,Uva,4,Hortifruti,0,56,3,2,7,0,1,Distrito Federal,DF
1729,455,1012,1,7.95,7.95,Tira manchas,1,Produtos de Limpeza,1,56,1,0,7,1,1,Distrito Federal,DF
1730,2528,1012,4,7.95,31.8,Tira manchas,1,Produtos de Limpeza,1,27,1,1,7,1,0,Distrito Federal,DF
1731,1881,1083,2,1.99,3.98,Frango,5,Carnes e Frios,0,39,3,3,7,0,0,Distrito Federal,DF
1732,2241,1083,4,1.99,7.96,Frango,5,Carnes e Frios,0,61,1,0,7,0,1,Distrito Federal,DF
1733,792,1014,2,8.99,17.98,Alcool,1,Produtos de Limpeza,0,47,1,0,7,1,0,Distrito Federal,DF
1734,1826,1014,1,8.99,8.99,Alcool,1,Produtos de Limpeza,0,43,1,0,7,1,0,Distrito Federal,DF
1735,2542,1014,2,8.99,17.98,Alcool,1,Produtos de Limpeza,1,72,1,3,7,1,0,Distrito Federal,DF
1736,38,1039,4,4.99,19.96,Atum,3,Alimentação,1,59,0,3,7,0,0,Distrito Federal,DF
1737,1953,1039,1,4.99,4.99,Atum,3,Alimentação,1,48,2,1,7,1,0,Distrito Federal,DF
1738,2972,1039,2,4.99,9.98,Atum,3,Alimentação,0,23,0,3,7,0,1,Distrito Federal,DF
1739,2006,1020,4,2.5,10.0,Suco sachê,2,Bebidas,1,18,3,2,7,1,0,Distrito Federal,DF
1740,43,1028,3,3.2,9.6,Sal,3,Alimentação,0,68,3,2,7,0,1,Distrito Federal,DF
1741,294,1028,3,3.2,9.6,Sal,3,Alimentação,1,69,3,0,7,0,0,Distrito Federal,DF
1742,540,1047,3,3.89,11.67,Milho de pipoca,3,Alimentação,0,26,1,1,7,1,0,Distrito Federal,DF
1743,2652,1047,1,3.89,3.89,Milho de pipoca,3,Alimentação,0,53,3,2,7,1,1,Distrito Federal,DF
1744,634,1044,4,3.99,15.96,Seleta,3,Alimentação,1,65,3,0,7,1,0,Distrito Federal,DF
1745,2000,1044,1,3.99,3.99,Seleta,3,Alimentação,0,27,2,3,7,0,0,Distrito Federal,DF
1746,767,1037,2,3.45,6.9,Farinha de mandioca,3,Alimentação,1,34,2,0,7,1,0,Distrito Federal,DF
1747,1019,1037,4,3.45,13.8,Farinha de mandioca,3,Alimentação,1,63,2,3,7,1,0,Distrito Federal,DF
1748,428,1009,2,12.5,25.0,Condicionador,1,Produtos de Limpeza,0,23,3,0,7,0,1,Distrito Federal,DF
1749,810,1009,1,12.5,12.5,Condicionador,1,Produtos de Limpeza,1,54,1,0,7,1,0,Distrito Federal,DF
1750,1037,1009,1,12.5,12.5,Condicionador,1,Produtos de Limpeza,0,69,1,3,7,0,1,Distrito Federal,DF
1751,2104,1082,3,29.99,89.97,Peixe,5,Carnes e Frios,0,30,3,0,7,1,0,Distrito Federal,DF
1752,475,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,0,29,1,3,7,0,0,Distrito Federal,DF
1753,2988,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,0,27,3,3,7,1,0,Distrito Federal,DF
1754,1449,1006,3,6.0,18.0,Sabão em pedra,1,Produtos de Limpeza,0,72,1,2,7,0,0,Distrito Federal,DF
1755,1944,1006,2,6.0,12.0,Sabão em pedra,1,Produtos de Limpeza,0,33,0,0,7,1,0,Distrito Federal,DF
1756,1992,1006,2,6.0,12.0,Sabão em pedra,1,Produtos de Limpeza,0,62,2,2,7,1,0,Distrito Federal,DF
1757,1077,1078,2,10.99,21.98,Manteiga,5,Carnes e Frios,1,61,0,2,7,1,1,Distrito Federal,DF
1758,1176,1078,1,10.99,10.99,Manteiga,5,Carnes e Frios,1,18,3,2,7,1,1,Distrito Federal,DF
1759,1210,1078,4,10.99,43.96,Manteiga,5,Carnes e Frios,1,51,0,1,7,0,0,Distrito Federal,DF
1760,579,1054,2,1.5,3.0,Couve,4,Hortifruti,0,62,3,0,7,1,1,Distrito Federal,DF
1761,2275,1050,1,3.5,3.5,Creme de leite,3,Alimentação,1,23,2,2,7,0,0,Distrito Federal,DF
1762,842,1002,1,1.99,1.99,Detergente,1,Produtos de Limpeza,1,75,0,3,7,1,1,Distrito Federal,DF
1763,2256,1002,4,1.99,7.96,Detergente,1,Produtos de Limpeza,0,24,1,2,7,1,0,Distrito Federal,DF
1764,1766,1071,1,4.99,4.99,Quiabo,4,Hortifruti,1,55,0,2,7,0,1,Distrito Federal,DF
1765,197,1027,2,3.99,7.98,Molho de tomate,3,Alimentação,0,48,2,2,7,1,1,Distrito Federal,DF
1766,1313,1027,3,3.99,11.97,Molho de tomate,3,Alimentação,1,55,0,2,7,0,0,Distrito Federal,DF
1767,2753,1027,1,3.99,3.99,Molho de tomate,3,Alimentação,1,66,3,0,7,0,1,Distrito Federal,DF
1768,2751,1062,2,5.99,11.98,Espinafre,4,Hortifruti,1,18,2,3,7,0,0,Distrito Federal,DF
1769,1168,1067,4,2.99,11.96,Mamão,4,Hortifruti,1,62,0,3,7,1,0,Distrito Federal,DF
1770,2292,1067,4,2.99,11.96,Mamão,4,Hortifruti,0,23,1,3,7,0,0,Distrito Federal,DF
1771,2294,1067,2,2.99,5.98,Mamão,4,Hortifruti,0,44,0,3,7,1,1,Distrito Federal,DF
1772,2303,1067,3,2.99,8.97,Mamão,4,Hortifruti,0,67,3,2,7,0,1,Distrito Federal,DF
1773,1408,1055,2,3.99,7.98,Batata,4,Hortifruti,1,57,2,0,7,0,1,Distrito Federal,DF
1774,2447,1035,2,3.99,7.98,Farinha de trigo,3,Alimentação,0,50,0,3,7,0,1,Distrito Federal,DF
1775,405,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,0,63,3,0,7,1,1,Distrito Federal,DF
1776,1552,1033,3,2.32,6.96,Farofa pronta,3,Alimentação,1,45,2,3,7,1,1,Distrito Federal,DF
1777,950,1013,2,13.5,27.0,Limpa vidros,1,Produtos de Limpeza,1,37,3,3,7,1,1,Distrito Federal,DF
1778,443,1086,4,15.9,63.6,Salsicha,5,Carnes e Frios,0,61,1,2,7,1,1,Distrito Federal,DF
1779,627,1086,4,15.9,63.6,Salsicha,5,Carnes e Frios,1,28,1,1,7,1,1,Distrito Federal,DF
1780,2456,1086,2,15.9,31.8,Salsicha,5,Carnes e Frios,1,46,3,3,7,0,0,Distrito Federal,DF
1781,2583,1034,4,3.75,15.0,Fubá,3,Alimentação,0,20,2,1,7,1,1,Distrito Federal,DF
1782,456,1042,1,4.45,4.45,Ervilha,3,Alimentação,0,57,0,2,7,0,0,Distrito Federal,DF
1783,2516,1042,4,4.45,17.8,Ervilha,3,Alimentação,0,46,3,3,7,1,0,Distrito Federal,DF
1784,2915,1042,1,4.45,4.45,Ervilha,3,Alimentação,1,48,1,3,7,1,1,Distrito Federal,DF
1785,1866,1046,4,4.99,19.96,Goiabada,3,Alimentação,1,71,0,1,7,1,0,Distrito Federal,DF
1786,601,1019,1,4.5,4.5,Suco caixinha 500ml,2,Bebidas,0,25,2,1,7,0,1,Distrito Federal,DF
1787,1952,1019,1,4.5,4.5,Suco caixinha 500ml,2,Bebidas,0,42,1,1,7,1,1,Distrito Federal,DF
1788,188,1030,3,8.0,24.0,Achocolatado,3,Alimentação,0,54,2,0,7,1,1,Distrito Federal,DF
1789,1405,1030,3,8.0,24.0,Achocolatado,3,Alimentação,1,28,0,2,7,1,1,Distrito Federal,DF
1790,2384,1030,1,8.0,8.0,Achocolatado,3,Alimentação,0,59,3,2,7,0,0,Distrito Federal,DF
1791,567,1066,4,3.76,15.04,Abacate,4,Hortifruti,0,42,2,0,7,1,1,Distrito Federal,DF
1792,1031,1066,1,3.76,3.76,Abacate,4,Hortifruti,1,48,0,1,7,0,1,Distrito Federal,DF
1793,2270,1066,3,3.76,11.28,Abacate,4,Hortifruti,1,34,1,0,7,0,1,Distrito Federal,DF
1794,848,1064,2,12.5,25.0,Ovos,4,Hortifruti,0,30,3,3,7,0,0,Distrito Federal,DF
1795,860,1053,3,1.5,4.5,Alface,4,Hortifruti,0,63,3,0,7,1,0,Distrito Federal,DF
1796,348,1068,3,1.29,3.87,Melancia,4,Hortifruti,0,30,1,0,7,0,0,Distrito Federal,DF
1797,1399,1068,1,1.29,1.29,Melancia,4,Hortifruti,0,33,2,0,7,1,0,Distrito Federal,DF
1798,2240,1068,2,1.29,2.58,Melancia,4,Hortifruti,0,30,2,0,7,0,0,Distrito Federal,DF
1799,2765,1068,1,1.29,1.29,Melancia,4,Hortifruti,1,22,3,2,7,0,0,Distrito Federal,DF
1800,861,1026,1,2.0,2.0,Extrato de tomate,3,Alimentação,0,35,2,1,7,0,1,Distrito Federal,DF
1801,2268,1026,3,2.0,6.0,Extrato de tomate,3,Alimentação,0,52,0,1,7,1,1,Distrito Federal,DF
1802,162,1008,4,8.5,34.0,Shampo,1,Produtos de Limpeza,0,23,1,3,7,1,0,Distrito Federal,DF
1803,1034,1008,2,8.5,17.0,Shampo,1,Produtos de Limpeza,1,47,0,2,7,0,0,Distrito Federal,DF
1804,1784,1008,4,8.5,34.0,Shampo,1,Produtos de Limpeza,1,30,1,1,7,1,1,Distrito Federal,DF
1805,2418,1031,2,1.99,3.98,Bolacha,3,Alimentação,0,54,2,1,7,0,0,Distrito Federal,DF
1806,1795,1073,3,1.5,4.5,Cheiro verde,4,Hortifruti,0,63,0,1,7,0,1,Distrito Federal,DF
1807,1982,1073,2,1.5,3.0,Cheiro verde,4,Hortifruti,0,37,0,2,7,1,0,Distrito Federal,DF
1808,2448,1072,2,1.5,3.0,Salsa,4,Hortifruti,1,22,3,3,7,1,1,Distrito Federal,DF
1809,1243,1061,1,5.99,5.99,Chuchu,4,Hortifruti,0,22,1,3,7,1,1,Distrito Federal,DF
1810,734,1041,1,4.95,4.95,Molho de pimenta,3,Alimentação,0,37,3,3,7,1,0,Distrito Federal,DF
1811,1938,1041,1,4.95,4.95,Molho de pimenta,3,Alimentação,1,34,1,1,7,1,1,Distrito Federal,DF
1812,2609,1041,1,4.95,4.95,Molho de pimenta,3,Alimentação,1,25,3,3,7,0,0,Distrito Federal,DF
1813,984,1007,3,1.25,3.75,Sabonete,1,Produtos de Limpeza,0,46,2,1,7,0,1,Distrito Federal,DF
1814,2130,1007,2,1.25,2.5,Sabonete,1,Produtos de Limpeza,1,55,1,2,7,1,1,Distrito Federal,DF
1815,2396,1007,3,1.25,3.75,Sabonete,1,Produtos de Limpeza,0,61,2,2,7,1,1,Distrito Federal,DF
1816,626,1076,2,29.99,59.98,Queijo Mussarela,5,Carnes e Frios,0,24,2,1,7,1,0,Distrito Federal,DF
1817,1143,1036,3,3.5,10.5,Farinha de milho,3,Alimentação,1,52,3,0,7,1,1,Distrito Federal,DF
1818,1451,1036,1,3.5,3.5,Farinha de milho,3,Alimentação,0,70,0,2,7,1,1,Distrito Federal,DF
1819,2165,1036,3,3.5,10.5,Farinha de milho,3,Alimentação,1,25,2,2,7,0,0,Distrito Federal,DF
1820,1135,1057,4,2.99,11.96,Cenoura,4,Hortifruti,0,32,2,2,7,1,0,Distrito Federal,DF
1821,1704,1057,1,2.99,2.99,Cenoura,4,Hortifruti,1,39,1,0,7,1,1,Distrito Federal,DF
1822,2100,1051,1,5.99,5.99,Leite condensado,3,Alimentação,0,18,2,0,7,1,1,Distrito Federal,DF
1823,2425,1011,2,5.99,11.98,Lustra móveis,1,Produtos de Limpeza,0,47,3,3,2,0,0,Alagoas,AL
1824,2,1032,4,9.99,39.96,Café,3,Alimentação,1,58,0,2,2,0,0,Alagoas,AL
1825,1468,1032,3,9.99,29.97,Café,3,Alimentação,0,56,3,1,2,1,0,Alagoas,AL
1826,2825,1032,2,9.99,19.98,Café,3,Alimentação,1,22,0,1,2,0,1,Alagoas,AL
1827,2916,1032,1,9.99,9.99,Café,3,Alimentação,1,62,1,2,2,0,0,Alagoas,AL
1828,2015,1021,2,3.99,7.98,Leite integral litro,2,Bebidas,1,52,0,0,2,0,1,Alagoas,AL
1829,2159,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,1,51,2,0,2,1,0,Alagoas,AL
1830,2354,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,0,36,3,0,2,1,1,Alagoas,AL
1831,1625,1001,4,22.0,88.0,Amaciante,1,Produtos de Limpeza,1,65,3,2,2,0,0,Alagoas,AL
1832,977,1003,4,12.0,48.0,Água sanitária,1,Produtos de Limpeza,0,20,2,0,2,0,1,Alagoas,AL
1833,2190,1069,2,3.49,6.98,Melão,4,Hortifruti,1,55,2,3,2,0,1,Alagoas,AL
1834,1308,1029,3,10.0,30.0,Açucar,3,Alimentação,1,32,2,0,2,0,0,Alagoas,AL
1835,1995,1029,1,10.0,10.0,Açucar,3,Alimentação,0,18,1,3,2,1,0,Alagoas,AL
1836,2745,1029,3,10.0,30.0,Açucar,3,Alimentação,1,46,0,0,2,0,0,Alagoas,AL
1837,1252,1059,4,4.0,16.0,Chicória,4,Hortifruti,0,60,3,1,2,0,0,Alagoas,AL
1838,1976,1059,1,4.0,4.0,Chicória,4,Hortifruti,1,20,3,1,2,1,0,Alagoas,AL
1839,2001,1059,3,4.0,12.0,Chicória,4,Hortifruti,1,29,3,1,2,1,1,Alagoas,AL
1840,2504,1059,4,4.0,16.0,Chicória,4,Hortifruti,0,72,1,2,2,0,0,Alagoas,AL
1841,1821,1017,2,7.5,15.0,Refrigerante 2l,2,Bebidas,0,56,2,0,2,0,1,Alagoas,AL
1842,739,1052,3,5.89,17.67,Pão de forma,3,Alimentação,1,56,1,1,2,1,0,Alagoas,AL
1843,1456,1052,4,5.89,23.56,Pão de forma,3,Alimentação,1,62,3,2,2,0,1,Alagoas,AL
1844,2597,1052,3,5.89,17.67,Pão de forma,3,Alimentação,1,52,0,2,2,0,1,Alagoas,AL
1845,786,1000,1,9.9,9.9,Sabão em pó,1,Produtos de Limpeza,0,32,0,3,2,1,0,Alagoas,AL
1846,1935,1000,3,9.9,29.7,Sabão em pó,1,Produtos de Limpeza,0,64,1,3,2,0,1,Alagoas,AL
1847,2373,1079,1,5.99,5.99,Margarina,5,Carnes e Frios,0,56,3,2,2,0,1,Alagoas,AL
1848,1659,1070,2,3.99,7.98,Jiló,4,Hortifruti,0,39,2,1,2,0,0,Alagoas,AL
1849,1731,1070,4,3.99,15.96,Jiló,4,Hortifruti,0,40,3,3,2,1,1,Alagoas,AL
1850,20,1077,2,34.5,69.0,Queijo outros,5,Carnes e Frios,1,31,3,3,2,1,0,Alagoas,AL
1851,1385,1077,2,34.5,69.0,Queijo outros,5,Carnes e Frios,0,67,3,1,2,0,1,Alagoas,AL
1852,324,1075,3,35.0,105.0,Queijo Minas,5,Carnes e Frios,1,69,1,3,2,0,1,Alagoas,AL
1853,2311,1060,4,3.5,14.0,Mandioca,4,Hortifruti,0,47,0,2,2,1,1,Alagoas,AL
1854,2565,1060,4,3.5,14.0,Mandioca,4,Hortifruti,0,20,0,0,2,0,1,Alagoas,AL
